user_id,page_layout,content_type,navigation_structure,call_to_action,impressions,click,conversion
121,Single Column,Text,Top Menu,Button,8,0,0
122,Single Column,Video,Top Menu,Button,8,0,0
123,Single Column,Images,Side Menu,Button,2,0,0
124,Single Column,Images,Top Menu,Button,2,0,0
125,Grid Layout,Text,Top Menu,Button,2,1,0
126,Single Column,Images,Side Menu,Button,5,1,0
127,Grid Layout,Images,Top Menu,Button,1,0,0
128,Grid Layout,Images,Side Menu,Link,3,1,0
129,Single Column,Video,Side Menu,Link,6,0,1
130,Grid Layout,Images,Side Menu,Button,7,1,0
131,Single Column,Video,Side Menu,Button,3,1,1
132,Grid Layout,Text,Top Menu,Button,8,1,0
133,Grid Layout,Video,Side Menu,Button,5,1,0
134,Grid Layout,Images,Top Menu,Button,6,1,0
135,Single Column,Images,Top Menu,Link,2,0,0
136,Single Column,Text,Side Menu,Button,6,0,0
137,Single Column,Images,Top Menu,Button,9,0,0
138,Single Column,Images,Side Menu,Button,2,1,0
139,Single Column,Images,Side Menu,Button,1,0,0
140,Grid Layout,Video,Top Menu,Button,7,0,0
141,Single Column,Video,Top Menu,Button,8,0,1
142,Grid Layout,Images,Side Menu,Button,2,1,0
143,Grid Layout,Images,Top Menu,Button,9,0,0
144,Single Column,Images,Top Menu,Button,6,1,0
145,Single Column,Text,Top Menu,Link,7,1,0
146,Single Column,Video,Side Menu,Button,5,0,0
147,Grid Layout,Text,Top Menu,Button,5,1,0
148,Single Column,Text,Side Menu,Link,3,1,0
149,Single Column,Text,Side Menu,Link,3,0,0
150,Single Column,Video,Top Menu,Button,2,0,0
151,Grid Layout,Images,Top Menu,Link,7,0,0
152,Single Column,Text,Side Menu,Button,6,0,0
153,Grid Layout,Text,Top Menu,Link,2,0,0
154,Single Column,Images,Top Menu,Button,6,0,0
155,Grid Layout,Images,Side Menu,Button,2,0,0
156,Single Column,Video,Side Menu,Link,8,0,0
157,Single Column,Text,Top Menu,Button,4,0,1
158,Single Column,Text,Top Menu,Link,7,0,0
159,Grid Layout,Video,Top Menu,Button,2,1,0
160,Grid Layout,Images,Side Menu,Link,5,0,0
161,Single Column,Video,Top Menu,Button,3,0,0
162,Grid Layout,Video,Top Menu,Button,5,1,0
163,Single Column,Images,Top Menu,Button,5,1,0
164,Single Column,Text,Top Menu,Link,2,1,0
165,Single Column,Video,Side Menu,Link,7,0,0
166,Single Column,Video,Top Menu,Link,7,0,0
167,Grid Layout,Video,Side Menu,Button,2,0,0
168,Grid Layout,Text,Top Menu,Link,4,1,0
169,Single Column,Text,Side Menu,Link,1,0,0
170,Grid Layout,Video,Top Menu,Link,6,1,0
171,Single Column,Video,Top Menu,Button,4,0,1
172,Grid Layout,Video,Top Menu,Button,4,0,0
173,Grid Layout,Video,Side Menu,Link,2,0,0
174,Grid Layout,Images,Top Menu,Button,4,1,0
175,Single Column,Text,Side Menu,Button,8,0,0
176,Grid Layout,Video,Side Menu,Button,7,1,1
177,Grid Layout,Video,Top Menu,Button,5,1,0
178,Single Column,Video,Top Menu,Link,3,0,0
179,Single Column,Text,Side Menu,Button,7,0,0
180,Grid Layout,Images,Side Menu,Button,5,0,0
181,Grid Layout,Video,Top Menu,Link,4,0,1
182,Single Column,Text,Top Menu,Link,2,1,0
183,Single Column,Video,Top Menu,Link,9,0,0
184,Grid Layout,Text,Top Menu,Button,8,1,0
185,Single Column,Images,Side Menu,Link,4,0,0
186,Single Column,Text,Top Menu,Link,8,0,0
187,Single Column,Video,Top Menu,Button,9,0,0
188,Single Column,Images,Top Menu,Link,8,0,0
189,Single Column,Video,Side Menu,Button,6,0,1
190,Grid Layout,Video,Side Menu,Button,6,0,0
191,Grid Layout,Video,Side Menu,Button,7,1,0
192,Grid Layout,Video,Top Menu,Link,6,0,0
193,Grid Layout,Video,Side Menu,Button,4,0,0
194,Single Column,Video,Top Menu,Link,2,0,1
195,Single Column,Video,Top Menu,Button,1,0,0
196,Grid Layout,Text,Top Menu,Link,6,1,0
197,Grid Layout,Images,Side Menu,Button,9,1,1
198,Grid Layout,Video,Top Menu,Link,7,1,0
199,Grid Layout,Video,Side Menu,Button,6,0,0
200,Grid Layout,Images,Side Menu,Button,3,1,0
201,Grid Layout,Images,Top Menu,Button,2,0,0
202,Single Column,Video,Side Menu,Link,1,0,0
203,Grid Layout,Video,Top Menu,Button,8,0,0
204,Grid Layout,Video,Side Menu,Link,8,0,1
205,Grid Layout,Text,Side Menu,Link,1,0,0
206,Grid Layout,Video,Top Menu,Link,3,0,0
207,Single Column,Text,Top Menu,Link,6,0,0
208,Grid Layout,Video,Top Menu,Button,3,0,0
209,Single Column,Images,Top Menu,Button,4,1,0
210,Single Column,Text,Side Menu,Link,2,1,0
211,Single Column,Video,Top Menu,Button,7,0,1
212,Grid Layout,Images,Side Menu,Button,5,0,0
213,Single Column,Video,Side Menu,Button,3,1,1
214,Grid Layout,Images,Top Menu,Button,1,1,0
215,Grid Layout,Text,Side Menu,Link,2,1,0
216,Single Column,Video,Side Menu,Link,7,1,0
217,Grid Layout,Text,Top Menu,Button,7,1,0
218,Grid Layout,Text,Top Menu,Button,8,1,1
219,Single Column,Text,Side Menu,Link,5,0,0
220,Single Column,Video,Side Menu,Button,1,0,1
221,Single Column,Video,Top Menu,Button,8,0,0
222,Single Column,Text,Side Menu,Button,1,0,0
223,Grid Layout,Video,Side Menu,Button,5,0,0
224,Single Column,Images,Top Menu,Button,9,1,0
225,Grid Layout,Text,Side Menu,Link,2,1,0
226,Single Column,Text,Top Menu,Link,9,0,0
227,Single Column,Text,Top Menu,Button,6,0,0
228,Grid Layout,Images,Top Menu,Button,8,0,0
229,Single Column,Video,Side Menu,Button,9,0,1
230,Single Column,Video,Top Menu,Button,5,0,1
231,Grid Layout,Text,Top Menu,Link,3,1,0
232,Grid Layout,Images,Top Menu,Button,5,0,0
233,Single Column,Images,Top Menu,Link,1,0,0
234,Grid Layout,Images,Top Menu,Link,8,0,0
235,Grid Layout,Images,Side Menu,Button,4,1,0
236,Grid Layout,Images,Top Menu,Link,2,1,1
237,Grid Layout,Text,Side Menu,Button,5,1,0
238,Grid Layout,Images,Side Menu,Link,7,0,1
239,Grid Layout,Images,Side Menu,Button,2,1,0
240,Single Column,Video,Top Menu,Button,3,0,1
241,Single Column,Text,Top Menu,Button,8,1,0
242,Grid Layout,Text,Side Menu,Button,7,0,0
243,Single Column,Video,Top Menu,Button,6,1,1
244,Grid Layout,Video,Side Menu,Button,7,0,0
245,Single Column,Images,Side Menu,Link,3,0,0
246,Grid Layout,Text,Side Menu,Button,2,0,0
247,Single Column,Text,Side Menu,Button,3,0,0
248,Grid Layout,Video,Top Menu,Button,9,0,0
249,Grid Layout,Images,Top Menu,Button,3,1,0
250,Grid Layout,Video,Side Menu,Button,9,0,0
251,Grid Layout,Video,Side Menu,Button,2,0,1
252,Single Column,Images,Side Menu,Button,7,1,0
253,Single Column,Images,Side Menu,Link,6,1,0
254,Single Column,Text,Top Menu,Link,1,0,0
255,Single Column,Video,Side Menu,Link,4,0,1
256,Grid Layout,Text,Side Menu,Link,4,0,0
257,Single Column,Text,Side Menu,Button,6,1,0
258,Single Column,Images,Top Menu,Link,4,1,1
259,Single Column,Text,Side Menu,Button,6,0,0
260,Grid Layout,Video,Side Menu,Link,4,0,0
261,Grid Layout,Video,Side Menu,Button,2,1,0
262,Grid Layout,Text,Top Menu,Link,6,1,0
263,Grid Layout,Images,Side Menu,Link,5,0,0
264,Single Column,Text,Top Menu,Button,6,1,0
265,Single Column,Images,Top Menu,Button,5,1,0
266,Single Column,Text,Top Menu,Button,6,0,0
267,Grid Layout,Images,Side Menu,Button,9,0,0
268,Single Column,Video,Top Menu,Button,8,0,0
269,Grid Layout,Images,Side Menu,Button,3,1,0
270,Grid Layout,Video,Top Menu,Link,4,1,0
271,Single Column,Images,Side Menu,Button,9,1,0
272,Single Column,Images,Top Menu,Button,5,1,0
273,Grid Layout,Video,Top Menu,Link,9,0,0
274,Single Column,Video,Side Menu,Link,2,1,0
275,Grid Layout,Video,Top Menu,Button,6,0,0
276,Single Column,Text,Top Menu,Button,1,0,0
277,Single Column,Text,Top Menu,Button,3,0,0
278,Single Column,Images,Side Menu,Button,7,0,0
279,Single Column,Video,Side Menu,Link,7,1,1
280,Single Column,Text,Side Menu,Link,2,0,0
281,Grid Layout,Images,Top Menu,Button,9,1,0
282,Single Column,Video,Side Menu,Link,4,0,0
283,Single Column,Video,Top Menu,Button,8,0,1
284,Grid Layout,Video,Top Menu,Link,3,1,0
285,Grid Layout,Video,Top Menu,Button,1,1,0
286,Grid Layout,Video,Top Menu,Link,9,0,0
287,Single Column,Images,Top Menu,Link,4,0,0
288,Grid Layout,Video,Side Menu,Button,9,0,0
289,Grid Layout,Text,Side Menu,Button,1,1,0
290,Single Column,Text,Top Menu,Link,1,0,0
291,Grid Layout,Video,Top Menu,Button,1,1,0
292,Grid Layout,Text,Side Menu,Button,2,1,1
293,Single Column,Images,Side Menu,Link,9,1,0
294,Grid Layout,Images,Side Menu,Button,3,0,0
295,Single Column,Video,Side Menu,Link,6,1,0
296,Grid Layout,Video,Side Menu,Button,6,1,0
297,Grid Layout,Text,Top Menu,Button,9,0,0
298,Single Column,Text,Top Menu,Button,6,1,0
299,Single Column,Text,Top Menu,Button,1,0,0
300,Single Column,Video,Top Menu,Button,2,0,0
301,Single Column,Images,Side Menu,Button,5,0,0
302,Single Column,Video,Side Menu,Button,3,0,0
303,Grid Layout,Images,Side Menu,Link,4,0,0
304,Grid Layout,Video,Top Menu,Button,8,1,0
305,Grid Layout,Video,Side Menu,Button,5,0,0
306,Grid Layout,Text,Side Menu,Link,5,0,0
307,Grid Layout,Text,Side Menu,Button,4,0,0
308,Grid Layout,Text,Top Menu,Link,6,0,1
309,Single Column,Text,Side Menu,Button,7,0,0
310,Grid Layout,Images,Side Menu,Button,2,0,0
311,Single Column,Video,Side Menu,Button,8,0,1
312,Grid Layout,Images,Side Menu,Button,2,0,0
313,Grid Layout,Video,Side Menu,Button,3,1,0
314,Grid Layout,Text,Top Menu,Link,4,1,0
315,Single Column,Images,Side Menu,Button,8,0,0
316,Grid Layout,Video,Side Menu,Button,6,1,0
317,Grid Layout,Video,Top Menu,Button,6,0,0
318,Single Column,Images,Top Menu,Link,5,1,0
319,Single Column,Video,Top Menu,Button,1,0,0
320,Single Column,Video,Side Menu,Link,3,1,0
321,Grid Layout,Text,Top Menu,Link,5,0,0
322,Grid Layout,Text,Top Menu,Button,4,0,0
323,Grid Layout,Video,Top Menu,Button,5,0,0
324,Grid Layout,Images,Side Menu,Button,1,0,0
325,Grid Layout,Video,Top Menu,Button,7,1,0
326,Grid Layout,Video,Side Menu,Button,3,0,0
327,Single Column,Images,Side Menu,Link,2,0,0
328,Single Column,Images,Side Menu,Link,5,0,0
329,Grid Layout,Video,Top Menu,Link,9,0,0
330,Grid Layout,Images,Top Menu,Button,4,0,1
331,Grid Layout,Text,Top Menu,Button,1,1,0
332,Single Column,Images,Side Menu,Link,4,1,0
333,Grid Layout,Video,Top Menu,Link,2,0,0
334,Single Column,Video,Side Menu,Button,4,0,1
335,Single Column,Images,Top Menu,Button,6,0,0
336,Single Column,Video,Side Menu,Button,5,0,0
337,Grid Layout,Text,Top Menu,Button,4,0,0
338,Grid Layout,Text,Side Menu,Link,6,0,0
339,Single Column,Images,Side Menu,Button,4,0,0
340,Grid Layout,Text,Top Menu,Link,9,0,0
341,Grid Layout,Text,Side Menu,Link,8,0,0
342,Grid Layout,Text,Top Menu,Button,7,1,0
343,Grid Layout,Images,Side Menu,Link,2,1,1
344,Grid Layout,Text,Side Menu,Link,3,1,0
345,Single Column,Video,Top Menu,Button,4,0,0
346,Grid Layout,Video,Side Menu,Button,7,1,0
347,Single Column,Text,Side Menu,Link,1,0,0
348,Grid Layout,Video,Top Menu,Link,5,1,0
349,Single Column,Video,Side Menu,Button,5,0,0
350,Single Column,Images,Side Menu,Button,9,0,0
351,Single Column,Images,Top Menu,Button,1,1,0
352,Grid Layout,Images,Side Menu,Link,1,1,0
353,Grid Layout,Text,Side Menu,Button,6,0,0
354,Single Column,Text,Side Menu,Link,6,1,0
355,Single Column,Video,Top Menu,Button,6,0,1
356,Single Column,Text,Top Menu,Link,4,1,0
357,Grid Layout,Video,Top Menu,Button,4,0,0
358,Grid Layout,Text,Side Menu,Button,4,1,0
359,Grid Layout,Text,Side Menu,Button,3,1,0
360,Single Column,Video,Side Menu,Button,9,1,0
361,Grid Layout,Video,Top Menu,Button,1,1,1
362,Single Column,Text,Side Menu,Button,7,0,0
363,Single Column,Video,Top Menu,Link,6,0,0
364,Grid Layout,Video,Side Menu,Button,9,0,0
365,Single Column,Text,Side Menu,Link,9,0,0
366,Grid Layout,Text,Top Menu,Button,6,0,0
367,Single Column,Text,Top Menu,Button,3,0,0
368,Grid Layout,Images,Side Menu,Button,4,0,0
369,Single Column,Text,Top Menu,Button,1,0,0
370,Single Column,Text,Top Menu,Link,5,0,1
371,Single Column,Video,Side Menu,Link,5,0,0
372,Grid Layout,Video,Top Menu,Button,6,1,0
373,Single Column,Video,Side Menu,Button,7,0,0
374,Single Column,Text,Side Menu,Button,7,1,0
375,Grid Layout,Text,Top Menu,Button,4,0,0
376,Grid Layout,Video,Side Menu,Button,2,0,0
377,Single Column,Images,Top Menu,Button,6,0,0
378,Single Column,Images,Top Menu,Button,3,0,1
379,Grid Layout,Images,Top Menu,Button,5,1,0
380,Single Column,Video,Side Menu,Button,8,0,1
381,Single Column,Text,Side Menu,Button,8,1,0
382,Grid Layout,Video,Top Menu,Button,6,1,0
383,Single Column,Images,Top Menu,Button,9,1,0
384,Single Column,Text,Top Menu,Button,9,0,0
385,Single Column,Text,Side Menu,Button,8,0,0
386,Single Column,Text,Top Menu,Button,3,0,1
387,Single Column,Video,Side Menu,Button,6,1,1
388,Grid Layout,Video,Top Menu,Button,2,1,0
389,Single Column,Text,Top Menu,Button,4,0,0
390,Grid Layout,Video,Top Menu,Link,9,0,0
391,Grid Layout,Text,Side Menu,Button,9,0,0
392,Grid Layout,Video,Side Menu,Link,1,0,0
393,Grid Layout,Video,Top Menu,Button,1,0,0
394,Single Column,Video,Side Menu,Button,8,0,0
395,Grid Layout,Video,Side Menu,Link,1,1,1
396,Single Column,Text,Side Menu,Button,2,1,0
397,Grid Layout,Text,Side Menu,Button,5,1,0
398,Grid Layout,Video,Side Menu,Link,5,0,0
399,Grid Layout,Video,Side Menu,Link,1,1,1
400,Grid Layout,Images,Top Menu,Button,7,1,0
401,Grid Layout,Images,Side Menu,Button,9,0,0
402,Single Column,Video,Side Menu,Button,2,1,1
403,Grid Layout,Video,Side Menu,Button,6,0,0
404,Single Column,Text,Top Menu,Link,5,1,0
405,Single Column,Video,Side Menu,Button,3,0,1
406,Grid Layout,Video,Side Menu,Button,2,1,0
407,Grid Layout,Video,Side Menu,Button,2,1,0
408,Grid Layout,Images,Side Menu,Link,9,0,1
409,Single Column,Images,Side Menu,Button,4,1,0
410,Grid Layout,Text,Top Menu,Button,3,1,0
411,Grid Layout,Text,Side Menu,Button,4,0,0
412,Grid Layout,Video,Side Menu,Link,1,0,0
413,Grid Layout,Video,Top Menu,Button,3,0,0
414,Grid Layout,Video,Side Menu,Button,8,0,0
415,Grid Layout,Text,Top Menu,Button,9,1,0
416,Grid Layout,Video,Side Menu,Link,3,1,0
417,Grid Layout,Images,Top Menu,Link,7,0,1
418,Grid Layout,Video,Side Menu,Link,5,0,0
419,Grid Layout,Images,Side Menu,Link,9,1,0
420,Single Column,Video,Side Menu,Button,5,0,0
421,Single Column,Video,Top Menu,Button,6,1,0
422,Single Column,Images,Top Menu,Link,1,1,0
423,Grid Layout,Video,Top Menu,Button,4,0,0
424,Grid Layout,Images,Top Menu,Button,3,1,0
425,Single Column,Text,Side Menu,Button,9,1,0
426,Grid Layout,Text,Side Menu,Button,9,1,0
427,Single Column,Text,Side Menu,Link,4,0,0
428,Grid Layout,Video,Side Menu,Button,2,0,0
429,Single Column,Video,Side Menu,Button,3,1,1
430,Grid Layout,Images,Side Menu,Button,3,0,0
431,Grid Layout,Video,Top Menu,Button,1,0,0
432,Single Column,Video,Side Menu,Button,4,0,0
433,Grid Layout,Video,Top Menu,Button,9,0,0
434,Single Column,Video,Top Menu,Button,4,0,0
435,Single Column,Video,Side Menu,Button,9,0,1
436,Grid Layout,Video,Top Menu,Button,6,1,0
437,Single Column,Video,Top Menu,Button,8,0,1
438,Grid Layout,Video,Top Menu,Button,2,1,0
439,Single Column,Text,Top Menu,Link,2,1,0
440,Grid Layout,Text,Top Menu,Link,5,1,0
441,Grid Layout,Video,Top Menu,Link,6,0,0
442,Single Column,Text,Top Menu,Link,7,0,0
443,Single Column,Video,Side Menu,Link,6,0,0
444,Grid Layout,Images,Top Menu,Link,6,0,0
445,Grid Layout,Video,Side Menu,Button,5,1,0
446,Grid Layout,Images,Top Menu,Button,4,0,0
447,Single Column,Text,Side Menu,Link,9,1,0
448,Single Column,Video,Top Menu,Link,8,0,0
449,Single Column,Images,Top Menu,Button,8,0,0
450,Single Column,Video,Top Menu,Button,6,0,1
451,Grid Layout,Video,Side Menu,Button,7,0,0
452,Single Column,Images,Side Menu,Button,9,1,1
453,Grid Layout,Video,Top Menu,Link,5,1,0
454,Grid Layout,Text,Side Menu,Link,2,0,0
455,Single Column,Images,Top Menu,Button,8,0,0
456,Grid Layout,Video,Top Menu,Button,8,1,0
457,Single Column,Text,Side Menu,Link,8,0,0
458,Grid Layout,Images,Side Menu,Button,1,0,0
459,Single Column,Video,Top Menu,Button,3,1,1
460,Single Column,Text,Top Menu,Button,8,0,0
461,Grid Layout,Text,Side Menu,Button,1,0,0
462,Grid Layout,Video,Top Menu,Button,9,1,0
463,Grid Layout,Images,Top Menu,Button,3,0,0
464,Single Column,Video,Top Menu,Link,4,0,0
465,Grid Layout,Images,Top Menu,Button,2,1,1
466,Grid Layout,Video,Side Menu,Button,4,1,0
467,Grid Layout,Video,Top Menu,Link,7,0,0
468,Grid Layout,Text,Side Menu,Link,2,1,0
469,Single Column,Video,Top Menu,Link,9,0,0
470,Grid Layout,Text,Top Menu,Link,2,1,0
471,Single Column,Images,Side Menu,Link,8,0,1
472,Single Column,Video,Side Menu,Button,9,0,0
473,Single Column,Video,Top Menu,Link,2,0,0
474,Single Column,Images,Side Menu,Button,2,0,0
475,Single Column,Video,Top Menu,Button,7,1,0
476,Single Column,Text,Top Menu,Link,8,1,0
477,Single Column,Images,Top Menu,Button,2,0,0
478,Single Column,Text,Top Menu,Button,7,0,0
479,Single Column,Text,Top Menu,Button,1,1,0
480,Grid Layout,Video,Side Menu,Link,9,1,0
481,Grid Layout,Video,Side Menu,Button,2,1,0
482,Grid Layout,Images,Top Menu,Link,8,0,0
483,Grid Layout,Video,Side Menu,Button,9,0,0
484,Grid Layout,Images,Side Menu,Button,2,0,0
485,Grid Layout,Images,Top Menu,Link,1,1,0
486,Single Column,Video,Side Menu,Button,9,1,1
487,Grid Layout,Text,Top Menu,Button,5,1,0
488,Single Column,Text,Side Menu,Button,3,1,0
489,Single Column,Images,Side Menu,Link,8,0,0
490,Single Column,Images,Side Menu,Button,8,0,1
491,Grid Layout,Video,Top Menu,Button,3,0,0
492,Single Column,Images,Side Menu,Link,9,1,0
493,Single Column,Images,Top Menu,Button,7,1,0
494,Grid Layout,Images,Side Menu,Link,7,1,0
495,Single Column,Images,Top Menu,Button,4,0,0
496,Grid Layout,Text,Top Menu,Button,7,0,0
497,Grid Layout,Images,Side Menu,Link,9,0,0
498,Grid Layout,Text,Side Menu,Button,3,0,0
499,Grid Layout,Images,Top Menu,Button,2,1,0
500,Single Column,Video,Top Menu,Button,1,0,0
501,Grid Layout,Images,Side Menu,Button,3,0,0
502,Grid Layout,Video,Top Menu,Button,1,0,0
503,Single Column,Video,Side Menu,Button,2,1,0
504,Single Column,Text,Side Menu,Button,3,1,0
505,Grid Layout,Text,Side Menu,Button,5,0,0
506,Single Column,Images,Side Menu,Button,3,0,0
507,Single Column,Text,Side Menu,Button,9,1,0
508,Grid Layout,Images,Top Menu,Button,1,1,0
509,Grid Layout,Images,Top Menu,Button,5,1,0
510,Grid Layout,Video,Top Menu,Link,7,0,0
511,Grid Layout,Text,Side Menu,Button,2,0,1
512,Grid Layout,Text,Top Menu,Link,6,1,0
513,Single Column,Video,Top Menu,Button,1,0,1
514,Single Column,Images,Side Menu,Button,5,0,0
515,Single Column,Text,Top Menu,Button,8,1,0
516,Single Column,Video,Side Menu,Button,1,1,0
517,Grid Layout,Video,Top Menu,Button,7,0,0
518,Grid Layout,Video,Top Menu,Button,8,0,0
519,Single Column,Text,Side Menu,Button,3,1,0
520,Single Column,Video,Top Menu,Button,1,0,1
521,Single Column,Images,Side Menu,Button,3,1,0
522,Grid Layout,Video,Top Menu,Link,8,1,0
523,Grid Layout,Video,Side Menu,Button,4,1,0
524,Single Column,Images,Side Menu,Button,5,1,0
525,Grid Layout,Images,Side Menu,Link,1,0,0
526,Grid Layout,Text,Side Menu,Link,2,0,1
527,Single Column,Video,Side Menu,Link,8,0,1
528,Single Column,Images,Side Menu,Button,9,0,0
529,Grid Layout,Images,Side Menu,Link,8,0,0
530,Grid Layout,Images,Side Menu,Button,9,1,0
531,Grid Layout,Text,Side Menu,Button,1,0,0
532,Grid Layout,Video,Side Menu,Button,7,0,0
533,Single Column,Images,Top Menu,Link,2,1,0
534,Grid Layout,Images,Top Menu,Button,4,0,0
535,Grid Layout,Text,Top Menu,Button,2,0,0
